movie_id,keyword_id
10525,179430
27985,3593
27985,158416
27985,208152
15789,970
15789,2032
15789,6513
15789,4344
15789,7312
15789,6562
15789,10683
15789,157303
15789,188717
15789,240119
21183,818
21183,970
21183,5484
21183,9856
21183,11478
21183,13063
21183,15162
21183,208152
10954,2199
10954,380
10954,4001
10954,5565
10954,6384
10954,164920
47867,727
47867,4931
47867,206052
47867,325824
43475,2673
43475,4044
43475,10121
43475,11628
43475,10982
43475,11700
43475,15162
43475,18001
43475,164246
43475,197644
43475,217042
43475,220263
43475,263164
43475,269769
43475,281358
14275,520
14275,6075
14275,2398
14275,2394
14275,3616
14275,6496
14275,8635
14275,33905
14275,33910
1024,456
1024,1523
1024,2132
1024,4642
1024,9672
1024,9673
1024,9713
1024,9826
1024,14534
1024,208611
1024,324429
1024,325854
